"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"안동시","일반가구[가구]","가구","67693","68192","68249","68050","68285","70934","71804","71913","72259","72810",
"안동시","집단가구[가구]","가구","82","60","63","64","67","73","71","75","76","78",
"안동시","외국인가구[가구]","가구","439","410","420","372","431","417","454","579","683","871",
"안동시","주택_계[호]","호","65729","65585","66721","67743","67940","69997","70143","70133","71036","71894",
"안동시","주택_단독주택[호]","호","31708","31431","31495","31451","31345","31394","31202","31103","31168","31068",
"안동시","주택_아파트[호]","호","30408","30407","31202","32242","32470","34487","34794","34884","35719","36666",
"안동시","주택_연립주택[호]","호","1448","1448","1452","1454","1494","1476","1529","1530","1532","1531",
"안동시","주택_다세대주택[호]","호","1016","1143","1305","1313","1316","1318","1305","1305","1305","1311",
"안동시","주택_비주거용 건물 내 주택[호]","호","1149","1156","1267","1283","1315","1322","1313","1311","1312","1318",
"안동시","주택 이외의 거처_계[호]","호","1164","1324","1469","1721","1849","2021","2234","2300","2334","2413",
"구미시","총인구[명]","명","421075","422237","423003","422195","420319","416603","413963","409171","407458","407365",
"구미시","남자[명]","명","216825","217689","218610","218189","217387","214920","213736","211489","211279","211605",
"구미시","여자[명]","명","204250","204548","204393","204006","202932","201683","200227","197682","196179","195760",
"구미시","내국인-계[명]","명","414110","415437","416306","415387","413284","410007","407865","402717","399941","399248",
"구미시","내국인-남자[명]","명","212692","213661","214675","214273","213409","211352","210519","208038","206993","207024",
"구미시","내국인-여자[명]","명","201418","201776","201631","201114","199875","198655","197346","194679","192948","192224",
"구미시","외국인-계[명]","명","6965","6800","6697","6808","7035","6596","6098","6454","7517","8117",
"구미시","외국인-남자[명]","명","4133","4028","3935","3916","3978","3568","3217","3451","4286","4581",
"구미시","외국인-여자[명]","명","2832","2772","2762","2892","3057","3028","2881","3003","3231","3536",
"구미시","가구-계[가구]","가구","159782","161996","164455","165375","166709","171496","176039","177227","179917","182945",
"구미시","일반가구[가구]","가구","157705","159917","162429","163405","164752","169519","173937","174947","177393","180308",
"구미시","집단가구[가구]","가구","190","105","154","148","135","112","122","125","127","136",
"구미시","외국인가구[가구]","가구","1887","1974","1872","1822","1822","1865","1980","2155","2397","2501",
"구미시","주택_계[호]","호","130833","133737","142140","143992","149882","152076","152482","152734","153364","159775",
"구미시","주택_단독주택[호]","호","25276","25459","25527","25487","25413","25237","25183","25103","25111","25030",
"구미시","주택_아파트[호]","호","91959","93883","102100","103906","109851","112247","112778","113141","113843","120352",
"구미시","주택_연립주택[호]","호","2926","3640","3664","3703","3703","3707","3714","3711","3714","3712",
"구미시","주택_다세대주택[호]","호","8971","9081","9137","9173","9166","9128","9041","8996","8911","8884",
"구미시","주택_비주거용 건물 내 주택[호]","호","1701","1674","1712","1723","1749","1757","1766","1783","1785","1797",
"구미시","주택 이외의 거처_계[호]","호","2825","3482","3453","3645","3577","3721","3872","3973","4106","3918",
"영주시","총인구[명]","명","109266","108950","108443","107034","105235","103818","102414","101521","100479","99151",
"영주시","남자[명]","명","54737","54801","54415","53582","52678","51865","50831","50654","50296","49626",
"영주시","여자[명]","명","54529","54149","54028","53452","52557","51953","51583","50867","50183","49525",
"영주시","내국인-계[명]","명","108327","107839","107198","105544","103667","102523","101202","100139","98699","97256",
"영주시","내국인-남자[명]","명","54321","54238","53777","52819","51897","51290","50309","49993","49366","48584",
"영주시","내국인-여자[명]","명","54006","53601","53421","52725","51770","51233","50893","50146","49333","48672",
"영주시","외국인-계[명]","명","939","1111","1245","1490","1568","1295","1212","1382","1780","1895",
"영주시","외국인-남자[명]","명","416","563","638","763","781","575","522","661","930","1042",
"영주시","외국인-여자[명]","명","523","548","607","727","787","720","690","721","850","853",
"영주시","가구-계[가구]","가구","43981","44881","45168","45020","44659","45970","45762","46297","46709","46762",
"영주시","일반가구[가구]","가구","43683","44582","44844","44681","44303","45636","45423","45918","46254","46210",
"영주시","집단가구[가구]","가구","57","42","48","47","47","54","49","49","53","61",
"영주시","외국인가구[가구]","가구","241","257","276","292","309","280","290","330","402","491",
"영주시","주택_계[호]","호","41043","42591","42516","42343","42282","42345","43261","43295","43272","43412",
"영주시","주택_단독주택[호]","호","21488","21487","21235","21178","20936","20839","20907","20970","20927","20898",
"영주시","주택_아파트[호]","호","15404","16884","17032","16933","17009","17146","17980","17980","17980","17980",
"영주시","주택_연립주택[호]","호","1641","1658","1690","1643","1643","1643","1651","1650","1657","1814",
"영주시","주택_다세대주택[호]","호","1406","1437","1410","1430","1502","1513","1512","1476","1474","1481",
"영주시","주택_비주거용 건물 내 주택[호]","호","1104","1125","1149","1159","1192","1204","1211","1219","1234","1239",
"영주시","주택 이외의 거처_계[호]","호","1150","1127","1217","1303","1284","1345","1355","1469","1460","1490",
"영천시","총인구[명]","명","97669","97295","97675","98686","100487","100353","99859","99741","100492","99523",
"영천시","남자[명]","명","49573","49542","49918","50648","51762","51436","51049","51094","52096","51803",
"영천시","여자[명]","명","48096","47753","47757","48038","48725","48917","48810","48647","48396","47720",
"영천시","내국인-계[명]","명","94214","93645","93770","94235","95795","96225","96040","95774","95668","94308",
"영천시","내국인-남자[명]","명","47001","46772","47024","47432","48394","48569","48443","48348","48732","48167",
"영천시","내국인-여자[명]","명","47213","46873","46746","46803","47401","47656","47597","47426","46936","46141",
"영천시","외국인-계[명]","명","3455","3650","3905","4451","4692","4128","3819","3967","4824","5215",
"영천시","외국인-남자[명]","명","2572","2770","2894","3216","3368","2867","2606","2746","3364","3636",
"영천시","외국인-여자[명]","명","883","880","1011","1235","1324","1261","1213","1221","1460","1579",
"영천시","가구-계[가구]","가구","41011","41716","42430","43121","44131","45647","46653","47154","47626","47715",
"영천시","일반가구[가구]","가구","40268","40947","41681","42328","43310","44842","45839","46283","46589","46469",
"영천시","집단가구[가구]","가구","63","60","68","69","73","82","77","86","79","95",
"영천시","외국인가구[가구]","가구","680","709","681","724","748","723","737","785","958","1151",
"영천시","주택_계[호]","호","41748","41910","43180","43795","44453","45092","46215","46168","46102","46010",
"영천시","주택_단독주택[호]","호","23121","23221","23201","23223","23023","22937","22847","22780","22716","22624",
"영천시","주택_아파트[호]","호","15955","16038","17311","17907","18714","19431","20643","20661","20661","20663",
"영천시","주택_연립주택[호]","호","892","892","892","892","934","934","934","936","936","936",
"영천시","주택_다세대주택[호]","호","1161","1161","1145","1145","1146","1146","1153","1153","1152","1154",
"영천시","주택_비주거용 건물 내 주택[호]","호","619","598","631","628","636","644","638","638","637","633",
"영천시","주택 이외의 거처_계[호]","호","1534","1633","1779","1937","2054","2179","2238","2328","2395","2455",
"상주시","총인구[명]","명","98760","99484","98189","97558","96641","95473","93722","93208","92990","92458",
"상주시","남자[명]","명","48392","49042","48296","48056","47669","47016","46229","46019","46006","45885",
"상주시","여자[명]","명","50368","50442","49893","49502","48972","48457","47493","47189","46984","46573",
"상주시","내국인-계[명]","명","97737","98377","97106","96291","95188","94167","92382","91517","90603","89287",
"상주시","내국인-남자[명]","명","47910","48497","47811","47499","47013","46458","45672","45256","44824","44260",
"상주시","내국인-여자[명]","명","49827","49880","49295","48792","48175","47709","46710","46261","45779","45027",
"상주시","외국인-계[명]","명","1023","1107","1083","1267","1453","1306","1340","1691","2387","3171",
