"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"남양주시","일반가구[가구]","가구","214763","220424","224811","232836","243802","252977","266223","274943","276687","280404",
"남양주시","집단가구[가구]","가구","160","135","185","190","192","173","235","229","237","267",
"남양주시","외국인가구[가구]","가구","2135","2183","2202","2265","2343","2425","2521","2587","2758","2906",
"남양주시","주택_계[호]","호","202097","204573","209195","220328","233886","240547","252799","259844","263186","266326",
"남양주시","주택_단독주택[호]","호","15929","16347","16373","16658","16869","17102","17099","17181","17305","17188",
"남양주시","주택_아파트[호]","호","153441","154074","157314","166666","178468","184085","196072","203146","205643","208683",
"남양주시","주택_연립주택[호]","호","10192","10389","10874","11011","11370","11516","11803","11740","12182","12227",
"남양주시","주택_다세대주택[호]","호","21064","22291","23153","24513","25625","26250","26254","26207","26463","26634",
"남양주시","주택_비주거용 건물 내 주택[호]","호","1471","1472","1481","1480","1554","1594","1571","1570","1593","1594",
"남양주시","주택 이외의 거처_계[호]","호","5029","6061","6763","6900","6937","8358","10397","10732","10886","11591",
"오산시","총인구[명]","명","213840","215478","219877","228059","233998","240645","242297","242596","243832","254071",
"오산시","남자[명]","명","109743","110540","112936","117424","120893","124161","125462","126049","126949","132356",
"오산시","여자[명]","명","104097","104938","106941","110635","113105","116484","116835","116547","116883","121715",
"오산시","내국인-계[명]","명","204144","204840","208005","214399","218910","224597","226244","225850","225802","235372",
"오산시","내국인-남자[명]","명","104759","105039","106748","110270","112986","115891","117164","117290","117483","122561",
"오산시","내국인-여자[명]","명","99385","99801","101257","104129","105924","108706","109080","108560","108319","112811",
"오산시","외국인-계[명]","명","9696","10638","11872","13660","15088","16048","16053","16746","18030","18699",
"오산시","외국인-남자[명]","명","4984","5501","6188","7154","7907","8270","8298","8759","9466","9795",
"오산시","외국인-여자[명]","명","4712","5137","5684","6506","7181","7778","7755","7987","8564","8904",
"오산시","가구-계[가구]","가구","80655","81926","84314","89029","93117","98336","102111","104001","105826","111861",
"오산시","일반가구[가구]","가구","76663","77468","79379","83469","87151","91909","95384","96992","98406","103897",
"오산시","집단가구[가구]","가구","36","46","53","61","64","66","69","65","73","82",
"오산시","외국인가구[가구]","가구","3956","4412","4882","5499","5902","6361","6658","6944","7347","7882",
"오산시","주택_계[호]","호","64118","65693","67592","74898","81342","82323","82617","83862","86035","94274",
"오산시","주택_단독주택[호]","호","4799","4958","5048","5095","5233","5246","5269","5289","5310","5277",
"오산시","주택_아파트[호]","호","51412","52194","53284","60089","65992","66629","66655","67781","69509","77726",
"오산시","주택_연립주택[호]","호","1433","1460","1511","1562","1561","1591","1679","1595","1803","1803",
"오산시","주택_다세대주택[호]","호","5939","6543","7217","7607","7996","8283","8437","8622","8833","8865",
"오산시","주택_비주거용 건물 내 주택[호]","호","535","538","532","545","560","574","577","575","580","603",
"오산시","주택 이외의 거처_계[호]","호","1540","1712","1873","1994","2356","3115","3486","3664","3842","4098",
"시흥시","총인구[명]","명","425184","429321","446369","480201","508749","535147","554074","557663","568455","571982",
"시흥시","남자[명]","명","226111","227832","237042","254589","269625","281928","292143","294555","300544","302144",
"시흥시","여자[명]","명","199073","201489","209327","225612","239124","253219","261931","263108","267911","269838",
"시흥시","내국인-계[명]","명","388177","390396","404163","432752","458466","482850","500680","500970","506354","506716",
"시흥시","내국인-남자[명]","명","203843","204585","211863","226421","239821","251587","261074","261423","264254","263960",
"시흥시","내국인-여자[명]","명","184334","185811","192300","206331","218645","231263","239606","239547","242100","242756",
"시흥시","외국인-계[명]","명","37007","38925","42206","47449","50283","52297","53394","56693","62101","65266",
"시흥시","외국인-남자[명]","명","22268","23247","25179","28168","29804","30341","31069","33132","36290","38184",
"시흥시","외국인-여자[명]","명","14739","15678","17027","19281","20479","21956","22325","23561","25811","27082",
"시흥시","가구-계[가구]","가구","159123","161330","169630","184106","198515","213850","226846","231735","238913","242184",
"시흥시","일반가구[가구]","가구","144569","145794","152812","165423","178734","192833","204432","207794","213014","214491",
"시흥시","집단가구[가구]","가구","130","116","137","159","151","142","169","164","175","206",
"시흥시","외국인가구[가구]","가구","14424","15420","16681","18524","19630","20875","22245","23777","25724","27487",
"시흥시","주택_계[호]","호","118219","121689","130097","147295","164258","179205","184751","188481","194636","195742",
"시흥시","주택_단독주택[호]","호","7393","7387","7360","7333","7331","7388","7454","7537","7565","7541",
"시흥시","주택_아파트[호]","호","87598","90259","98562","113575","129151","143158","147832","151150","157020","158113",
"시흥시","주택_연립주택[호]","호","1525","1574","1578","1638","1642","1622","1645","1744","1799","1812",
"시흥시","주택_다세대주택[호]","호","20490","21258","21328","23467","24821","25709","26506","26744","26943","26975",
"시흥시","주택_비주거용 건물 내 주택[호]","호","1213","1211","1269","1282","1313","1328","1314","1306","1309","1301",
"시흥시","주택 이외의 거처_계[호]","호","5379","6448","7534","8951","11537","13220","14272","15094","15240","15599",
"군포시","총인구[명]","명","285721","284301","280913","276860","275154","275571","270443","267750","263939","258110",
"군포시","남자[명]","명","142116","141252","139468","137539","136614","136710","133978","132765","130806","127967",
"군포시","여자[명]","명","143605","143049","141445","139321","138540","138861","136465","134985","133133","130143",
"군포시","내국인-계[명]","명","277084","275376","271647","267023","264719","265119","260553","257908","253853","248199",
"군포시","내국인-남자[명]","명","137504","136553","134613","132411","131183","131464","129035","127849","125766","122983",
"군포시","내국인-여자[명]","명","139580","138823","137034","134612","133536","133655","131518","130059","128087","125216",
"군포시","외국인-계[명]","명","8637","8925","9266","9837","10435","10452","9890","9842","10086","9911",
"군포시","외국인-남자[명]","명","4612","4699","4855","5128","5431","5246","4943","4916","5040","4984",
"군포시","외국인-여자[명]","명","4025","4226","4411","4709","5004","5206","4947","4926","5046","4927",
"군포시","가구-계[가구]","가구","101518","101952","102190","102510","104573","107215","108340","109781","109728","109230",
"군포시","일반가구[가구]","가구","98130","98411","98562","98728","100586","103186","104422","105957","105892","105395",
"군포시","집단가구[가구]","가구","54","51","67","65","66","60","74","58","68","74",
"군포시","외국인가구[가구]","가구","3334","3490","3561","3717","3921","3969","3844","3766","3768","3761",
"군포시","주택_계[호]","호","85654","86160","86340","87516","90977","91152","91201","92238","92266","92260",
"군포시","주택_단독주택[호]","호","3625","3623","3567","3553","3579","3599","3586","3530","3516","3499",
"군포시","주택_아파트[호]","호","69787","69742","69706","70664","73838","73857","73886","74911","74911","74910",
"군포시","주택_연립주택[호]","호","937","1071","1126","1140","1197","1229","1250","1245","1246","1245",
"군포시","주택_다세대주택[호]","호","10828","11247","11472","11700","11891","12000","12022","12109","12150","12165",
"군포시","주택_비주거용 건물 내 주택[호]","호","477","477","469","459","472","467","457","443","443","441",
"군포시","주택 이외의 거처_계[호]","호","2426","2978","3253","3549","3667","4522","4998","5601","5619","5635",
"의왕시","총인구[명]","명","154879","153629","151852","149599","155826","160230","160115","157318","154788","151306",
"의왕시","남자[명]","명","77353","76597","75667","74569","77677","79633","79433","77880","76626","74874",
"의왕시","여자[명]","명","77526","77032","76185","75030","78149","80597","80682","79438","78162","76432",
"의왕시","내국인-계[명]","명","153043","151954","150230","147909","154005","158592","158566","155776","153193","149731",
"의왕시","내국인-남자[명]","명","76296","75668","74811","73688","76719","78847","78703","77169","75870","74125",
"의왕시","내국인-여자[명]","명","76747","76286","75419","74221","77286","79745","79863","78607","77323","75606",
"의왕시","외국인-계[명]","명","1836","1675","1622","1690","1821","1638","1549","1542","1595","1575",
"의왕시","외국인-남자[명]","명","1057","929","856","881","958","786","730","711","756","749",
"의왕시","외국인-여자[명]","명","779","746","766","809","863","852","819","831","839","826",
"의왕시","가구-계[가구]","가구","53949","54243","54406","54228","57588","59922","61303","61075","60597","59627",
"의왕시","일반가구[가구]","가구","53407","53705","53884","53682","57061","59444","60830","60598","60145","59181",
"의왕시","집단가구[가구]","가구","34","31","33","32","33","34","41","38","37","39",
"의왕시","외국인가구[가구]","가구","508","507","489","514","494","444","432","439","415","407",
"의왕시","주택_계[호]","호","47019","47249","47110","47471","52452","57799","56416","56803","58805","58832",
"의왕시","주택_단독주택[호]","호","2950","2861","2780","2751","2731","2710","2267","2333","2329","2318",
"의왕시","주택_아파트[호]","호","35810","35819","35504","35548","40119","45347","46398","46463","48314","48339",
"의왕시","주택_연립주택[호]","호","697","748","704","683","715","710","723","748","775","775",
"의왕시","주택_다세대주택[호]","호","7298","7570","7874","8244","8639","8774","6792","7036","7165","7174",
"의왕시","주택_비주거용 건물 내 주택[호]","호","264","251","248","245","248","258","236","223","222","226",
"의왕시","주택 이외의 거처_계[호]","호","1530","1738","1783","1664","1495","1616","1730","1835","1773","1833",
"하남시","총인구[명]","명","154838","195422","218994","238592","260544","279795","305470","315203","320562","320872",
"하남시","남자[명]","명","78307","98271","110017","119859","130979","140355","152495","157092","159393","159390",
"하남시","여자[명]","명","76531","97151","108977","118733","129565","139440","152975","158111","161169","161482",
"하남시","내국인-계[명]","명","152621","193073","216268","235363","256981","276344","302001","311650","316857","317055",
"하남시","내국인-남자[명]","명","77048","96907","108400","117889","128909","138487","150739","155310","157575","157520",
"하남시","내국인-여자[명]","명","75573","96166","107868","117474","128072","137857","151262","156340","159282","159535",
"하남시","외국인-계[명]","명","2217","2349","2726","3229","3563","3451","3469","3553","3705","3817",
"하남시","외국인-남자[명]","명","1259","1364","1617","1970","2070","1868","1756","1782","1818","1870",
"하남시","외국인-여자[명]","명","958","985","1109","1259","1493","1583","1713","1771","1887","1947",
"하남시","가구-계[가구]","가구","56482","72082","81467","90538","102261","113584","125205","129323","132244","132818",
"하남시","일반가구[가구]","가구","55689","71253","80463","89479","101231","112462","124008","128198","131044","131561",
"하남시","집단가구[가구]","가구","32","26","32","39","28","28","34","35","40","40",
"하남시","외국인가구[가구]","가구","761","803","972","1020","1002","1094","1163","1090","1160","1217",
"하남시","주택_계[호]","호","44082","58396","64727","73525","79750","84875","95176","98093","100549","101571",
"하남시","주택_단독주택[호]","호","5893","6002","6056","6119","6213","6036","5993","5997","6018","5994",
"하남시","주택_아파트[호]","호","35226","49344","55386","63914","69856","75066","85293","87979","90174","91108",
"하남시","주택_연립주택[호]","호","1015","1033","1067","1141","1137","1203","1203","1282","1372","1428",
"하남시","주택_다세대주택[호]","호","1466","1542","1676","1789","1920","1934","2046","2187","2321","2387",
"하남시","주택_비주거용 건물 내 주택[호]","호","482","475","542","562","624","636","641","648","664","654",
"하남시","주택 이외의 거처_계[호]","호","2896","3137","3659","5948","10461","16825","19609","19988","20496","20568",
"용인시","총인구[명]","명","971327","982590","996260","1026126","1052529","1066975","1067347","1064500","1066979","1077481",
"용인시","남자[명]","명","485568","490583","497236","512175","525139","530711","530349","529758","531634","536595",
"용인시","여자[명]","명","485759","492007","499024","513951","527390","536264","536998","534742","535345","540886",
"용인시","내국인-계[명]","명","949785","960573","973840","1000419","1024132","1040934","1042523","1038310","1039339","1048779",
"용인시","내국인-남자[명]","명","473193","478022","484508","497497","508761","516055","516763","515469","516113","520392",
"용인시","내국인-여자[명]","명","476592","482551","489332","502922","515371","524879","525760","522841","523226","528387",
"용인시","외국인-계[명]","명","21542","22017","22420","25707","28397","26041","24824","26190","27640","28702",
"용인시","외국인-남자[명]","명","12375","12561","12728","14678","16378","14656","13586","14289","15521","16203",
"용인시","외국인-여자[명]","명","9167","9456","9692","11029","12019","11385","11238","11901","12119","12499",
"용인시","가구-계[가구]","가구","330661","337159","346336","362758","379061","394636","403879","409539","413741","422581",
"용인시","일반가구[가구]","가구","324312","330588","339699","355967","371752","386929","396112","401300","405291","413755",
"용인시","집단가구[가구]","가구","306","257","310","289","306","318","331","314","336","352",
"용인시","외국인가구[가구]","가구","6043","6314","6327","6502","7003","7389","7436","7925","8114","8474",
"용인시","주택_계[호]","호","292726","298470","307555","327895","344619","349222","355800","359166","366546","376340",
"용인시","주택_단독주택[호]","호","25760","26902","27926","28854","29652","30255","30821","31183","31744","32072",
"용인시","주택_아파트[호]","호","231630","233672","238954","255968","270018","272504","277415","278899","284719","293749",
"용인시","주택_연립주택[호]","호","9789","9952","10505","10852","11098","11109","11239","11473","11713","11792",
"용인시","주택_다세대주택[호]","호","23904","26349","28505","30545","32108","33536","34518","35844","36593","36945",
"용인시","주택_비주거용 건물 내 주택[호]","호","1643","1595","1665","1676","1743","1818","1807","1767","1777","1782",
"용인시","주택 이외의 거처_계[호]","호","7760","10350","11432","12126","13382","15082","16116","17641","18246","18433",
"처인구","총인구[명]","명","231892","234916","240521","259524","266647","268242","268115","268863","274005","286273",
"처인구","남자[명]","명","120555","122365","125322","135040","138547","139004","138408","139323","142621","148694",
"처인구","여자[명]","명","111337","112551","115199","124484","128100","129238","129707","129540","131384","137579",
"처인구","내국인-계[명]","명","221020","223593","228783","246268","252024","254241","255071","255203","258727","270133",
"처인구","내국인-남자[명]","명","113514","115024","117828","126620","129137","130102","130246","130762","132782","138326",
"처인구","내국인-여자[명]","명","107506","108569","110955","119648","122887","124139","124825","124441","125945","131807",
"처인구","외국인-계[명]","명","10872","11323","11738","13256","14623","14001","13044","13660","15278","16140",
"처인구","외국인-남자[명]","명","7041","7341","7494","8420","9410","8902","8162","8561","9839","10368",
"처인구","외국인-여자[명]","명","3831","3982","4244","4836","5213","5099","4882","5099","5439","5772",
"처인구","가구-계[가구]","가구","81106","83354","86859","95975","99739","104370","107385","109391","112181","118458",
"처인구","일반가구[가구]","가구","78006","80041","83434","92279","95858","100342","103351","105181","107739","113692",
"처인구","집단가구[가구]","가구","163","143","173","162","165","194","176","166","177","198",
"처인구","외국인가구[가구]","가구","2937","3170","3252","3534","3716","3834","3858","4044","4265","4568",
"처인구","주택_계[호]","호","68119","70645","74672","85454","90135","91311","92576","93448","97152","105514",
"처인구","주택_단독주택[호]","호","17110","17580","17985","18455","18945","19214","19572","19754","20036","20201",
"처인구","주택_아파트[호]","호","26131","26600","28947","38299","41230","41241","41507","41556","44490","52447",
"처인구","주택_연립주택[호]","호","5307","5370","5559","5648","5895","5900","5996","6107","6142","6190",
"처인구","주택_다세대주택[호]","호","18386","19935","20963","21834","22805","23652","24204","24768","25211","25400",
"처인구","주택_비주거용 건물 내 주택[호]","호","1185","1160","1218","1218","1260","1304","1297","1263","1273","1276",
"처인구","주택 이외의 거처_계[호]","호","3009","3505","3885","3872","4056","4755","5027","5418","5494","5540",
"기흥구","총인구[명]","명","407238","412713","416746","422583","434075","434871","435708","431163","428463","429488",
"기흥구","남자[명]","명","202288","204413","206270","209139","214565","214600","214973","212735","211250","211645",
"기흥구","여자[명]","명","204950","208300","210476","213444","219510","220271","220735","218428","217213","217843",
"기흥구","내국인-계[명]","명","400597","405871","410112","415067","424982","427601","428758","423780","421058","421736",
"기흥구","내국인-남자[명]","명","198850","200953","202872","205239","209966","211007","211601","209154","207637","207871",
"기흥구","내국인-여자[명]","명","201747","204918","207240","209828","215016","216594","217157","214626","213421","213865",
"기흥구","외국인-계[명]","명","6641","6842","6634","7516","9093","7270","6950","7383","7405","7752",
"기흥구","외국인-남자[명]","명","3438","3460","3398","3900","4599","3593","3372","3581","3613","3774",
"기흥구","외국인-여자[명]","명","3203","3382","3236","3616","4494","3677","3578","3802","3792","3978",
"기흥구","가구-계[가구]","가구","138130","140200","143061","147140","153278","159718","163116","164731","165157","167820",
"기흥구","일반가구[가구]","가구","136012","138109","140987","145151","151111","157399","160839","162281","162728","165282",
"기흥구","집단가구[가구]","가구","89","68","76","83","84","77","96","97","109","106",
"기흥구","외국인가구[가구]","가구","2029","2023","1998","1906","2083","2242","2181","2353","2320","2432",
"기흥구","주택_계[호]","호","121527","124146","126667","132674","138940","139863","143405","144103","147588","148823",
"기흥구","주택_단독주택[호]","호","5799","6298","6768","7068","7185","7349","7446","7534","7654","7741",
"기흥구","주택_아파트[호]","호","107915","109340","110593","115465","121269","121499","124576","124479","127366","128382",
"기흥구","주택_연립주택[호]","호","3326","3426","3422","3432","3348","3354","3387","3486","3691","3722",
"기흥구","주택_다세대주택[호]","호","4196","4797","5590","6411","6829","7325","7660","8276","8550","8651",
"기흥구","주택_비주거용 건물 내 주택[호]","호","291","285","294","298","309","336","336","328","327","327",
"기흥구","주택 이외의 거처_계[호]","호","2428","3171","3549","4010","4501","5140","5713","6107","6297","6368",
"수지구","총인구[명]","명","332197","334961","338993","344019","351807","363862","363524","364474","364511","361720",
"수지구","남자[명]","명","162725","163805","165644","167996","172027","177107","176968","177700","177763","176256",
"수지구","여자[명]","명","169472","171156","173349","176023","179780","186755","186556","186774","186748","185464",
"수지구","내국인-계[명]","명","328168","331109","334945","339084","347126","359092","358694","359327","359554","356910",
"수지구","내국인-남자[명]","명","160829","162045","163808","165638","169658","174946","174916","175553","175694","174195",
"수지구","내국인-여자[명]","명","167339","169064","171137","173446","177468","184146","183778","183774","183860","182715",
"수지구","외국인-계[명]","명","4029","3852","4048","4935","4681","4770","4830","5147","4957","4810",
"수지구","외국인-남자[명]","명","1896","1760","1836","2358","2369","2161","2052","2147","2069","2061",
"수지구","외국인-여자[명]","명","2133","2092","2212","2577","2312","2609","2778","3000","2888","2749",
"수지구","가구-계[가구]","가구","111425","113605","116416","119643","126044","130548","133378","135417","136403","136303",
"수지구","일반가구[가구]","가구","110294","112438","115278","118537","124783","129188","131922","133838","134824","134781",
"수지구","집단가구[가구]","가구","54","46","61","44","57","47","59","51","50","48",
"수지구","외국인가구[가구]","가구","1077","1121","1077","1062","1204","1313","1397","1528","1529","1474",
"수지구","주택_계[호]","호","103080","103679","106216","109767","115544","118048","119819","121615","121806","122003",
"수지구","주택_단독주택[호]","호","2851","3024","3173","3331","3522","3692","3803","3895","4054","4130",
"수지구","주택_아파트[호]","호","97584","97732","99414","102204","107519","109764","111332","112864","112863","112920",
"수지구","주택_연립주택[호]","호","1156","1156","1524","1772","1855","1855","1856","1880","1880","1880",
"수지구","주택_다세대주택[호]","호","1322","1617","1952","2300","2474","2559","2654","2800","2832","2894",
"수지구","주택_비주거용 건물 내 주택[호]","호","167","150","153","160","174","178","174","176","177","179",
"수지구","주택 이외의 거처_계[호]","호","2323","3674","3998","4244","4825","5187","5376","6116","6455","6525",
"파주시","총인구[명]","명","415345","423957","430650","447906","454328","460541","475212","490765","495339","510689",
"파주시","남자[명]","명","212388","216785","220786","229834","233834","235488","242580","251118","253755","262068",
"파주시","여자[명]","명","202957","207172","209864","218072","220494","225053","232632","239647","241584","248621",
"파주시","내국인-계[명]","명","402454","410575","416933","432738","437840","445151","460533","474681","477497","491221",
"파주시","내국인-남자[명]","명","203874","207688","211315","219259","222198","224906","232705","240058","241201","248386",
"파주시","내국인-여자[명]","명","198580","202887","205618","213479","215642","220245","227828","234623","236296","242835",
"파주시","외국인-계[명]","명","12891","13382","13717","15168","16488","15390","14679","16084","17842","19468",
"파주시","외국인-남자[명]","명","8514","9097","9471","10575","11636","10582","9875","11060","12554","13682",
"파주시","외국인-여자[명]","명","4377","4285","4246","4593","4852","4808","4804","5024","5288","5786",
"파주시","가구-계[가구]","가구","145784","149665","153581","162680","167957","174764","185613","194107","199393","206173",
"파주시","일반가구[가구]","가구","142665","146308","150223","159143","164306","170924","181689","189856","194815","201200",
"파주시","집단가구[가구]","가구","222","125","165","196","194","184","214","214","219","280",
"파주시","외국인가구[가구]","가구","2897","3232","3193","3341","3457","3656","3710","4037","4359","4693",
"파주시","주택_계[호]","호","131982","134444","137097","150361","152606","160504","169553","177997","183203","192440",
"파주시","주택_단독주택[호]","호","25374","25807","25659","26001","26287","26643","26693","26540","26687","26181",
"파주시","주택_아파트[호]","호","93976","94440","95525","106557","106461","112746","120075","127094","131409","140256",
"파주시","주택_연립주택[호]","호","3299","3401","3568","3582","3757","3861","3913","4035","3971","4004",
"파주시","주택_다세대주택[호]","호","8051","9527","11061","12941","14780","15925","17545","19004","19812","20675",
"파주시","주택_비주거용 건물 내 주택[호]","호","1282","1269","1284","1280","1321","1329","1327","1324","1324","1324",
"파주시","주택 이외의 거처_계[호]","호","3574","5099","5590","6084","7346","7850","9237","9696","9850","10118",
"이천시","총인구[명]","명","209003","214766","218798","220599","222995","226212","229321","227193","228695","230189",
"이천시","남자[명]","명","106437","109731","112606","113933","115769","117642","119255","118763","120048","121327",
"이천시","여자[명]","명","102566","105035","106192","106666","107226","108570","110066","108430","108647","108862",
"이천시","내국인-계[명]","명","201319","206486","209949","210461","211978","215871","219387","216701","215953","216276",
"이천시","내국인-남자[명]","명","101755","104728","107286","107850","109094","111560","113519","112685","112417","112820",
"이천시","내국인-여자[명]","명","99564","101758","102663","102611","102884","104311","105868","104016","103536","103456",
"이천시","외국인-계[명]","명","7684","8280","8849","10138","11017","10341","9934","10492","12742","13913",
"이천시","외국인-남자[명]","명","4682","5003","5320","6083","6675","6082","5736","6078","7631","8507",
"이천시","외국인-여자[명]","명","3002","3277","3529","4055","4342","4259","4198","4414","5111","5406",
"이천시","가구-계[가구]","가구","73823","76320","79317","81222","83144","86215","90135","91490","93874","96328",
"이천시","일반가구[가구]","가구","71691","73959","76749","78535","80367","83415","87231","88663","90581","92642",
"이천시","집단가구[가구]","가구","112","91","109","113","120","151","131","141","143","167",
"이천시","외국인가구[가구]","가구","2020","2270","2459","2574","2657","2649","2773","2686","3150","3519",
"이천시","주택_계[호]","호","65323","68790","71325","72721","75940","78117","80579","81410","82984","84492",
"이천시","주택_단독주택[호]","호","21018","21272","21564","21776","22103","22348","22640","22984","23317","23343",
"이천시","주택_아파트[호]","호","33647","35119","36041","36247","38599","40054","41736","41678","42509","43911",
"이천시","주택_연립주택[호]","호","3104","3161","3222","3277","3344","3387","3446","3701","3699","3709",
"이천시","주택_다세대주택[호]","호","6616","8279","9445","10295","10701","11103","11512","11789","12177","12236",
"이천시","주택_비주거용 건물 내 주택[호]","호","938","959","1053","1126","1193","1225","1245","1258","1282","1293",
"이천시","주택 이외의 거처_계[호]","호","2083","2640","3114","3210","3724","4239","4527","4793","5128","5344",
"안성시","총인구[명]","명","194765","196362","198832","201135","202284","203030","203897","208619","210390","215739",
"안성시","남자[명]","명","100873","101737","103648","104916","105953","106461","106850","109080","110425","113407",
"안성시","여자[명]","명","93892","94625","95184","96219","96331","96569","97047","99539","99965","102332",
"안성시","내국인-계[명]","명","182964","183468","184453","184605","184506","185454","185978","188399","187941","192155",
"안성시","내국인-남자[명]","명","93182","93341","94322","94266","94517","95420","95782","96757","96522","98797",
"안성시","내국인-여자[명]","명","89782","90127","90131","90339","89989","90034","90196","91642","91419","93358",
"안성시","외국인-계[명]","명","11801","12894","14379","16530","17778","17576","17919","20220","22449","23584",
"안성시","외국인-남자[명]","명","7691","8396","9326","10650","11436","11041","11068","12323","13903","14610",
"안성시","외국인-여자[명]","명","4110","4498","5053","5880","6342","6535","6851","7897","8546","8974",
"안성시","가구-계[가구]","가구","71895","74013","75632","77319","79302","82928","86337","89098","90263","93907",
"안성시","일반가구[가구]","가구","68665","70127","71193","72418","74066","77368","80301","82267","82975","86190",
"안성시","집단가구[가구]","가구","148","130","169","173","185","171","169","175","182","221",
"안성시","외국인가구[가구]","가구","3082","3756","4270","4728","5051","5389","5867","6656","7106","7496",
"안성시","주택_계[호]","호","60865","63912","64940","70478","74462","76636","77374","77533","79457","86104",
"안성시","주택_단독주택[호]","호","21393","21405","21554","21619","21480","21620","21599","21687","21824","21789",
"안성시","주택_아파트[호]","호","33177","35796","36336","41446","44928","46787","47427","47432","49167","55869",
"안성시","주택_연립주택[호]","호","2327","2430","2510","2601","2685","2702","2700","2751","2763","2738",
"안성시","주택_다세대주택[호]","호","3163","3457","3695","3947","4479","4614","4740","4747","4781","4784",
"안성시","주택_비주거용 건물 내 주택[호]","호","805","824","845","865","890","913","908","916","922","924",
"안성시","주택 이외의 거처_계[호]","호","3053","3425","3442","3462","3614","3522","3719","3787","3877","3984",
"김포시","총인구[명]","명","352683","365770","392438","424865","442910","474546","491572","491249","496323","499536",
"김포시","남자[명]","명","181687","188970","202239","219676","229269","243883","251381","251461","255218","257239",
"김포시","여자[명]","명","170996","176800","190199","205189","213641","230663","240191","239788","241105","242297",
"김포시","내국인-계[명]","명","332207","343744","369674","398565","414839","447267","465485","463576","464929","466039",
"김포시","내국인-남자[명]","명","166182","172130","184914","199424","207712","223513","232370","231153","231789","232191",
"김포시","내국인-여자[명]","명","166025","171614","184760","199141","207127","223754","233115","232423","233140","233848",
"김포시","외국인-계[명]","명","20476","22026","22764","26300","28071","27279","26087","27673","31394","33497",
"김포시","외국인-남자[명]","명","15505","16840","17325","20252","21557","20370","19011","20308","23429","25048",
"김포시","외국인-여자[명]","명","4971","5186","5439","6048","6514","6909","7076","7365","7965","8449",
"김포시","가구-계[가구]","가구","123493","129385","140347","153946","162871","179106","190230","192930","196945","199749",
"김포시","일반가구[가구]","가구","118224","123571","134242","147297","156040","171854","182709","185175","188422","190489",
"김포시","집단가구[가구]","가구","96","97","113","129","113","111","120","110","132","170",
"김포시","외국인가구[가구]","가구","5173","5717","5992","6520","6718","7141","7401","7645","8391","9090",
"김포시","주택_계[호]","호","109595","115633","126247","141596","146321","159766","167035","169085","172576","174514",
"김포시","주택_단독주택[호]","호","12071","12505","12593","12884","13184","13361","13551","13595","13635","13540",
"김포시","주택_아파트[호]","호","88581","93361","102328","115998","119238","131927","138403","140190","143461","145123",
"김포시","주택_연립주택[호]","호","2254","2370","3469","4285","4593","4809","5332","5531","5543","5633",
"김포시","주택_다세대주택[호]","호","5840","6566","7039","7588","8392","8732","8812","8838","9007","9283",
"김포시","주택_비주거용 건물 내 주택[호]","호","849","831","818","841","914","937","937","931","930","935",
"김포시","주택 이외의 거처_계[호]","호","4363","6360","6943","7372","9604","13078","15576","16800","17284","17862",
"화성시","총인구[명]","명","608725","655350","708569","777295","838635","880859","906381","931472","974156","1004079",
"화성시","남자[명]","명","321376","345293","374529","411255","444058","464634","477463","492101","516893","532995",
"화성시","여자[명]","명","287349","310057","334040","366040","394577","416225","428918","439371","457263","471084",
"화성시","내국인-계[명]","명","567398","612093","662439","724773","781512","825922","853419","874739","908504","934208",
"화성시","내국인-남자[명]","명","291767","314323","341686","373995","403808","426695","441545","453153","470820","484168",
"화성시","내국인-여자[명]","명","275631","297770","320753","350778","377704","399227","411874","421586","437684","450040",
"화성시","외국인-계[명]","명","41327","43257","46130","52522","57123","54937","52962","56733","65652","69871",
"화성시","외국인-남자[명]","명","29609","30970","32843","37260","40250","37939","35918","38948","46073","48827",
"화성시","외국인-여자[명]","명","11718","12287","13287","15262","16873","16998","17044","17785","19579","21044",
"화성시","가구-계[가구]","가구","211944","231731","254974","284445","312599","336715","356838","373006","392879","407751",
"화성시","일반가구[가구]","가구","201983","220427","243048","271365","298397","321871","341432","356542","375093","388620",
"화성시","집단가구[가구]","가구","324","273","406","407","410","396","357","351","403","515",
"화성시","외국인가구[가구]","가구","9637","11031","11520","12673","13792","14448","15049","16113","17383","18616",
"화성시","주택_계[호]","호","186773","197654","220614","253213","285879","300372","311842","327093","344479","360155",
"화성시","주택_단독주택[호]","호","29721","30698","31244","32057","32425","32576","32733","33073","33632","33817",
"화성시","주택_아파트[호]","호","140426","149088","170398","199976","230138","243732","254109","268451","284029","298820",
"화성시","주택_연립주택[호]","호","2848","2910","2976","3705","4406","4614","4873","4911","5601","6002",
"화성시","주택_다세대주택[호]","호","11974","13201","14237","15618","16960","17507","18164","18693","19231","19520",
"화성시","주택_비주거용 건물 내 주택[호]","호","1804","1757","1759","1857","1950","1943","1963","1965","1986","1996",
"화성시","주택 이외의 거처_계[호]","호","11613","16475","18312","19701","21378","24721","27885","29898","31562","32307",
"광주시","총인구[명]","명","310278","322302","341046","364178","375238","385141","387700","392926","394667","402335",
"광주시","남자[명]","명","160954","167206","176877","188618","194288","198755","199287","202013","203537","207712",
